233
0.014	2	333	323		
2114					
2					
0.6667	2	2112	111		
0.3333	2	2212	-211		
2214					
2					
0.3333	2	2112	211		
0.6667	2	2212	111		
1114					
1					
1	2	2112	-211		
2224					
1					
1	2	2212	211		
12212					
10					
0.42	2	2112	211		
0.21	2	2212	111		
