432
-11114	Dl(1700)mnb	0	1.7	4	-1	1	0
9000215	a2(1700)plu	0	1.7	5	0	1	0
-9000215	a2(1700)min	0	1.7	5	0	-1	0
9000115	a2(1700)zer	0	1.7	5	0	0	0
42212	Ns(1710)plu	0	1.71	2	1	1	0
42112	Ns(1710)zer	0	1.71	2	1	0	0
-42212	Ns(1710)plb	0	1.71	2	-1	-1	0
-42112	Ns(1710)zrb	0	1.71	2	-1	0	0
30323	K*(1680)plu	0	1.717	3	0	1	1
-30323	K*(1680)min	0	1.717	3	0	-1	-1
30313	K*(1680)zer	0	1.717	3	0	0	1
-30313	K*(1680)zrb	0	1.717	3	0	0	-1
32124	Ns(1720)plu	0	1.72	4	1	1	0
31214	Ns(1720)zer	0	1.72	4	1	0	0
-32124	Ns(1720)plb	0	1.72	4	-1	-1	0
-31214	Ns(1720)zrb	0	1.72	4	-1	0	0
30213	rho(1700)plu	0	1.72	3	0	1	0
-30213	rho(1700)min	0	1.72	3	0	-1	0
30113	rho(1700)zer	0	1.72	3	0	0	0
10331	f0(1710)zer	0	1.722	1	0	0	0
23222	Sg(1750)plu	0	1.75	2	1	1	-1
23112	Sg(1750)min	0	1.75	2	1	-1	-1
23212	Sg(1750)zer	0	1.75	2	1	0	-1
-23222	Sg(1750)plb	0	1.75	2	-1	-1	1
-23112	Sg(1750)mnb	0	1.75	2	-1	1	1
-23212	Sg(1750)zrb	0	1.75	2	-1	0	1
9040221	eta(1760)zer	0	1.756	1	0	0	0
10325	K2(1770)plu	0	1.773	5	0	1	1
-10325	K2(1770)min	0	1.773	5	0	-1	-1
10315	K2(1770)zer	0	1.773	5	0	0	1
-10315	K2(1770)zrb	0	1.773	5	0	0	-1
3226	Sg(1775)plu	0	1.775	6	1	1	-1
3116	Sg(1775)min	0	1.775	6	1	-1	-1
3216	Sg(1775)zer	0	1.775	6	1	0	-1
-3226	Sg(1775)plb	0	1.775	6	-1	-1	1
-3116	Sg(1775)mnb	0	1.775	6	-1	1	1
-3216	Sg(1775)zrb	0	1.775	6	-1	0	1
327	K3*(1780)plu	0	1.776	7	0	1	1
-327	K3*(1780)min	0	1.776	7	0	-1	-1
317	K3*(1780)zer	0	1.776	7	0	0	1
-317	K3*(1780)zrb	0	1.776	7	0	0	-1
43122	Lm(1800)zer	0	1.8	2	1	0	-1
-43122	Lm(1800)zrb	0	1.8	2	-1	0	1
53122	Lm(1810)zer	0	1.81	2	1	0	-1
-53122	Lm(1810)zrb	0	1.81	2	-1	0	1
200211	pi(1800)plu	0	1.812	1	0	1	0
-200211	pi(1800)min	0	1.812	1	0	-1	0
200111	pi(1800)zer	0	1.812	1	0	0	0
9030225	f2(1810)zer	0	1.815	5	0	0	0
9040225	f2(1910)zer	0	1.815	5	0	0	0
20325	K2(1820)plu	0	1.816	5	0	1	1
-20325	K2(1820)min	0	1.816	5	0	-1	-1
20315	K2(1820)zer	0	1.816	5	0	0	1
-20315	K2(1820)zrb	0	1.816	5	0	0	-1
3126	Lm(1820)zer	0	1.82	2	1	0	-1
-3126	Lm(1820)zrb	0	1.82	2	-1	0	1
13314	Xi(1820)min	0	1.823	4	1	-1	-2
-13314	Xi(1820)mnb	0	1.823	4	-1	1	2
13324	Xi(1820)zer	0	1.823	4	1	0	-2
-13324	Xi(1820)zrb	0	1.823	4	-1	0	2
13126	Lm(1830)zer	0	1.83	2	1	0	-1
-13126	Lm(1830)zrb	0	1.83	2	-1	0	1
337	phi3(1850)zer	0	1.854	7	0	0	0
411	D(1800)plu	0	1.8693	1	0	1	0
-411	D(1800)min	0	1.8693	1	0	-1	0
421	D0(1800)zer	0	1.8693	1	0	0	0
-421	D0(1800)zrb	0	1.8693	1	0	0	0
23124	Lm(1890)zer	0	1.89	4	1	0	-1
-23124	Lm(1890)zrb	0	1.89	4	-1	0	1
2226	Dl(1905)plp	0	1.905	6	1	2	0
2126	Dl(1905)plu	0	1.905	6	1	1	0
1216	Dl(1905)zer	0	1.905	6	1	0	0
1116	Dl(1905)min	0	1.905	6	1	-1	0
-2226	Dl(1905)ppb	0	1.905	6	-1	-2	0
-2126	Dl(1905)plb	0	1.905	6	-1	-1	0
-1216	Dl(1905)zrb	0	1.905	6	-1	0	0
-1116	Dl(1905)mnb	0	1.905	6	-1	1	0
22222	Dl(1910)plp	0	1.91	2	1	2	0
22122	Dl(1910)plu	0	1.91	2	1	1	0
21212	Dl(1910)zer	0	1.91	2	1	0	0
21112	Dl(1910)min	0	1.91	2	1	-1	0
-22222	Dl(1910)ppb	0	1.91	2	-1	-2	0
-22122	Dl(1910)plb	0	1.91	2	-1	-1	0
-21212	Dl(1910)zrb	0	1.91	2	-1	0	0
-21112	Dl(1910)mnb	0	1.91	2	-1	1	0
13226	Sg(1915)plu	0	1.915	6	1	1	-1
13116	Sg(1915)min	0	1.915	6	1	-1	-1
13216	Sg(1915)zer	0	1.915	6	1	0	-1
-13226	Sg(1915)plb	0	1.915	6	-1	-1	1
-13116	Sg(1915)mnb	0	1.915	6	-1	1	1
-13216	Sg(1915)zrb	0	1.915	6	-1	0	1
22224	Dl(1920)plp	0	1.92	4	1	2	0
22214	Dl(1920)plu	0	1.92	4	1	1	0
22114	Dl(1920)zer	0	1.92	4	1	0	0
21114	Dl(1920)min	0	1.92	4	1	-1	0
-22224	Dl(1920)ppb	0	1.92	4	-1	-2	0
-22214	Dl(1920)plb	0	1.92	4	-1	-1	0
-22114	Dl(1920)zrb	0	1.92	4	-1	0	0
-21114	Dl(1920)mnb	0	1.92	4	-1	1	0
12226	Dl(1930)plp	0	1.93	6	1	2	0
12126	Dl(1930)plu	0	1.93	6	1	1	0
11216	Dl(1930)zer	0	1.93	6	1	0	0
11116	Dl(1930)min	0	1.93	6	1	-1	0
-12226	Dl(1930)ppb	0	1.93	6	-1	-2	0
-12126	Dl(1930)plb	0	1.93	6	-1	-1	0
-11216	Dl(1930)zrb	0	1.93	6	-1	0	0
-11116	Dl(1930)mnb	0	1.93	6	-1	1	0
23224	Sg(1940)plu	0	1.94	4	1	1	-1
23114	Sg(1940)min	0	1.94	4	1	-1	-1
23214	Sg(1940)zer	0	1.94	4	1	0	-1
-23224	Sg(1940)plb	0	1.94	4	-1	-1	1
-23114	Sg(1940)mnb	0	1.94	4	-1	1	1
-23214	Sg(1940)zrb	0	1.94	4	-1	0	1
2228	Dl(1950)plp	0	1.95	8	1	2	0
2218	Dl(1950)plu	0	1.95	8	1	1	0
2118	Dl(1950)zer	0	1.95	8	1	0	0
1118	Dl(1950)min	0	1.95	8	1	-1	0
-2228	Dl(1950)ppb	0	1.95	8	-1	-2	0
-2218	Dl(1950)plb	0	1.95	8	-1	-1	0
-2118	Dl(1950)zrb	0	1.95	8	-1	0	0
-1118	Dl(1950)mnb	0	1.95	8	-1	1	0
33314	Xi(1950)min	0	1.95	4	1	-1	-2
-33314	Xi(1950)mnb	0	1.95	4	-1	1	2
33324	Xi(1950)zer	0	1.95	4	1	0	-2
-33324	Xi(1950)zrb	0	1.95	4	-1	0	2
431	Ds(1968)plu	0	1.96849	1	0	1	-1
-431	Ds(1968)min	0	1.96849	1	0	-1	1
433	Ds*(1968)plu	0	1.96849	3	0	1	-1
-433	Ds*(1968)min	0	1.96849	3	0	-1	1
9000217	rho3(1990)plu	0	1.982	7	0	1	0
-9000217	rho3(1990)min	0	1.982	7	0	-1	0
9000117	rho3(1990)zer	0	1.982	7	0	0	0
423	D*(2007)zer	0	2.00697	3	0	0	0
-423	D*(2007)zrb	0	2.00697	3	0	0	0
413	D*(2010)plu	0	2.01027	3	0	1	0
-413	D*(2010)min	0	2.01027	3	0	-1	0
100335	f2(2010)zer	0	2.011	5	0	0	0
219	a4(2040)plu	0	2.014	9	0	1	0
-219	a4(2040)min	0	2.014	9	0	-1	0
119	a4(2040)zer	0	2.014	9	0	0	0
229	f4(2050)zer	0	2.018	9	0	0	0
43314	Xi(2030)min	0	2.025	6	1	-1	-2
-43314	Xi(2030)mnb	0	2.025	6	-1	1	2
43324	Xi(2030)zer	0	2.025	6	1	0	-2
-43324	Xi(2030)zrb	0	2.025	6	-1	0	2
3228	Sg(2030)plu	0	2.03	4	1	1	-1
3118	Sg(2030)min	0	2.03	4	1	-1	-1
3218	Sg(2030)zer	0	2.03	4	1	0	-1
-3228	Sg(2030)plb	0	2.03	4	-1	-1	1
-3118	Sg(2030)mnb	0	2.03	4	-1	1	1
-3218	Sg(2030)zrb	0	2.03	4	-1	0	1
329	K4*(2045)plu	0	2.045	9	0	1	1
-329	K4*(2045)min	0	2.045	9	0	-1	-1
319	K4*(2045)zer	0	2.045	9	0	0	1
-319	K4*(2045)zrb	0	2.045	9	0	0	-1
3128	Lm(2100)zer	0	2.1	4	1	0	-1
-3128	Lm(2100)zrb	0	2.1	4	-1	0	1
23126	Lm(2110)zer	0	2.11	4	1	0	-1
-23126	Lm(2110)zrb	0	2.11	4	-1	0	1
2128	Ns(2190)plu	0	2.19	8	1	1	0
1218	Ns(2190)zer	0	2.19	8	1	0	0
-2128	Ns(2190)plb	0	2.19	8	-1	-1	0
-1218	Ns(2190)zrb	0	2.19	8	-1	0	0
91	Ns(2220)plu	0	2.22	6	1	1	0
92	Ns(2220)zer	0	2.22	6	1	0	0
-91	Ns(2220)plb	0	2.22	6	-1	-1	0
-92	Ns(2220)zrb	0	2.22	6	-1	0	0
93	Ns(2250)plu	0	2.25	10	1	1	0
94	Ns(2250)zer	0	2.25	10	1	0	0
-93	Ns(2250)plb	0	2.25	10	-1	-1	0
-94	Ns(2250)zrb	0	2.25	10	-1	0	0
4028	Sg(2250)plu	0	2.25	4	1	1	-1
4128	Sg(2250)min	0	2.25	4	1	-1	-1
4228	Sg(2250)zer	0	2.25	4	1	0	-1
-4028	Sg(2250)plb	0	2.25	4	-1	-1	1
-4128	Sg(2250)mnb	0	2.25	4	-1	1	1
-4228	Sg(2250)zrb	0	2.25	4	-1	0	1
9060225	f2(2300)zer	0	2.297	5	0	0	0
9010327	K3(2320)plu	0	2.324	7	0	1	1
-9010327	K3(2320)min	0	2.324	7	0	-1	-1
9010317	K3(2320)zer	0	2.324	7	0	0	1
-9010317	K3(2320)zrb	0	2.324	7	0	0	-1
9070225	f2(2340)zer	0	2.339	5	0	0	0
911	Lm(2350)zer	0	2.35	4	1	0	-1
-911	Lm(2350)zrb	0	2.35	4	-1	0	1
10411	D0*(2400)plu	0	2.4	1	0	1	0
-10411	D0*(2400)min	0	2.4	1	0	-1	0
97	Dl(2420)plp	0	2.42	12	1	2	0
98	Dl(2420)plu	0	2.42	12	1	1	0
99	Dl(2420)zer	0	2.42	12	1	0	0
910	Dl(2420)min	0	2.42	12	1	-1	0
-97	Dl(2420)ppb	0	2.42	12	-1	-2	0
-98	Dl(2420)plb	0	2.42	12	-1	-1	0
-99	Dl(2420)zrb	0	2.42	12	-1	0	0
-910	Dl(2420)mnb	0	2.42	12	-1	1	0
10413	D1(2420)plu	0	2.4223	3	0	1	0
-10413	D1(2420)min	0	2.4223	3	0	-1	0
10423	D1(2420)zer	0	2.4223	3	0	0	0
-10423	D1(2420)zrb	0	2.4223	3	0	0	0
20423	D1(2430)zer	0	2.43	1	0	0	0
-20423	D1(2430)zrb	0	2.43	1	0	0	0
9000329	K4(2500)plu	0	2.45	9	0	1	1
-9000329	K4(2500)min	0	2.45	9	0	-1	-1
9000319	K4(2500)zer	0	2.45	9	0	0	1
-9000319	K4(2500)zrb	0	2.45	9	0	0	-1
415	D2*(2460)plu	0	2.4611	5	0	1	0
-415	D2*(2460)min	0	2.4611	5	0	-1	0
425	D2*(2460)zer	0	2.4611	5	0	0	0
-425	D2*(2460)zrb	0	2.4611	5	0	0	0
95	Ns(2600)plu	0	2.6	12	1	1	0
96	Ns(2600)zer	0	2.6	12	1	0	0
-95	Ns(2600)plb	0	2.6	12	-1	-1	0
-96	Ns(2600)zrb	0	2.6	12	-1	0	0
