14	2
0.7605	0.0751
0.8433	0.1227
1.0645	0.3057
0.0511	0.0052
0.0388	0.0041
0.0066	0.0008
0.0056	0.00076
0.00095	0.0002
0.00101	0.00023
1.01553	0.110655
0.769	0.138
0.965	0.172
0.159	0.024
0.151	0.022
